Customer Review,Emotion
"pengriman lama, bukan dr kurirnya, tp sellernya yg lemot krim ke ekspedisi nya, dn barang juga kurang 1pcs",Anger
lama bgt,Anger
"penjual tidak amanah, minta masker warna abu dan hitam, di kirim abu semua",Anger
"pesanan ga lengkap, chat ga di bales. toko bagus karyawannya rusak. buat jelek citra jadinya, amal deh.",Anger
bukan orlee yang dikirim. payah,Anger
"pembelian pertama, pelayanan terburuk. respon lama, kirim lama",Anger
"udah di chat , ditulis di deskripsi, udah dikonfirmasi ulang masih aja dikirim warna putih jelas jelas order full black, dan pengiriman lama banget. *tidak amanah*",Anger
"warna tidak sesuai dengan yg dikirim, males pengembalian barang seller asal-asalan kirim",Anger
deskripsi dan gambar warna hitam tetapi barangnya yg sampai warna biru. ga sesuai banget. dichat komplain jawabnya cuma terima kasih. ga niat jualan bos. namanya orang jualan yg diutamakan harus kepuasan pelanggan. klo di komplain jangan pura-pura oon/gak tau,Anger
"jelek banget, gak bisa di pakai ini mah maskernya berbulu, bisa dilihat foto tsb",Anger
"satu minggu pesanan gagal pickup terus, penjual tidak ada reaksi sama sekali, setelah komplain ke toped, langsung dikirim, (pesan tgl 28 mei sampai tgl 7 juni) ini tidak tau siapa yg salah, penjual atau kurirnya, merekalah yg tau, isinya banyak yg kurang bahkan ada yg hampir setengah botol. mengecewakan sekali, padahal sudah orderan yg kesekian kali, kali ini ampun dah, ganti seller yg lain.?????????? penjual tidak respon dengan jualannya!!!",Anger
ga teliti membaca requestku minta nya lemon knp yg dikirim summer linen??,Anger
yg dipesan lain yg dikirm lain !!!,Anger
kecewa !!!,Anger
kapoooookkk lah...!!!??!!,Anger
menyesal gue belanja di tempat loe cuy,Anger
"parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa seller nya? udah gt lama banget diproses nya",Anger
disuru pilih aromanya tapi yg dikirim gak sesuai... coba donk klo dagang online yg sesuai pembeli. pembeli adalah raja. belinya pake uang kok tdk minta,Anger
produk gak dikirim,Anger
seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya,Anger
"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",Anger
jangan samain packing kura� sama ikan!!,Anger
"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah ga berkah nanti rejekinya!",Anger
"sangat kecewa ..!!! ini real yg saya alami ... silahkan baca chat saya dgn seller ini sebelum membeli, barang dikirim tidak sesuai pesanan, sudah diretur, tapi cerdiknya seller tidak mengirimkan pesanan saya yg seharusnya saya pesan.. sudah 15 hariii lhoo guys.. uang tidak kembali, barang pun tidak sampai.. haha.. silahkan saja jika seller sanggup bawa ke akhirat.. semoga kalian tidak tertipu seperti saya..",Anger
"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",Anger
barang dibilang ready. ga taunya ga dikirim.. maen refund aja.,Anger
"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",Anger
yg beli wiskas junior bau bangke.. kucing gk pd doyan,Anger
barang pesan 3 kg dikirim 1kg brengsek,Anger
"proses dari pembelian ke pengiriman lamaaaaaaaaaaa, admin gak sopan, slow respon. ancur parah nihh toko.",Anger
"pesan dari tanggal 5. ini udah tanggal 8 barang belum nongol!!! gila parah banget. toko laen, saya pesan obat tgl 6, hari ini tgl 8 dah nyampe. ckckckck lama bangeeeettt dan super slow respon duuhhhh. kucing jalanan yg udah pesakitan modelannya bisa2 + drop gara2 manusia2 modelan lemot gini kerjanya",Anger
"seller sombong, shok, ngirim lambatttt percuma pake same day, bangunnya siang kali",Anger
"udang red bee yg dipesan tdk ada, sdh dikomplain malah diteruskan tokped dana nya ke penjual",Anger
"saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : non sense yg dikirim burayak",Anger
size kecil banget.,Anger
"ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Anger
jelek,Anger
bangke sampe rumah mati semua. jangan beli disini.,Anger
penjual gk respon bgt parah,Anger
sangat jelek krn kiriman tidak lengkap,Anger
ga sesuai gambar d kirain kayu tau2 hanya kardus,Anger
rusak 3 pcs gak bisa pakai karena packing asal,Anger
"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",Anger
"ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Anger
jelek,Anger
beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,Anger
tidak sesuai pesanan ... barang yg kirim kurang... penjual asal paking saja tidak teliti,Anger
pesanan jenis ikan yg dikirim bulet. hadeuuuh.,Anger
mintanya bolt kok malah di kasi oricat sih??????,Anger
"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",Anger
dapet 1 bolong. pelayanan gak ramah. udh tau salah gak ada kata maaf. pesen yg smpe hari ini. di kirim malah bsk dgn alesan ngbodohin customer. pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. klo salah ya minta maaf bukan malah boong. paket jg di kirim berantakan asal masukin. jangan sombong mentang2 udh bnyk yg beli. inget tanpa customer anda bukan siapa2.,Anger
"packaging kurang rapih, semua kemasan produk bolt sobek.. sehingga ketika unboxing, isi makanan berantakan",Anger
duanya lagi goib,Anger
"saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? bilang!!! jangan main ganti sembarangan�",Anger
"sy pesan tiga bungkus mknan kucing merk bolt ukuran satu kilogram. tp dikirim hanya satu. anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). dan nama penerima & alamatnya sudah benar. bagaimana mungkin? padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja tidak mungkin hanya sebesar itu dapat berisi tiga pcs / tiga kilo. sudah dikomplain tp tidak ada respon yg berarti. dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. tapi silahkan dinilai sendiri ...",Anger
ga jujur ini orang dagang,Anger
masa isi nya hanya 800 gram kan harusnya 1 kg kesel,Anger
innalillahi.... gan klo jualan yg jujur.... agan jual 1 kg knp yg dateng yg 800gr ... gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di akherat yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga berkah loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di akherat nya....,Anger
"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..",Anger
official tapi lama banget...,Anger
sudah pake rutin 1 bulan g ada hasil. payah,Anger
edny kurang sebulan pantes dijual 1rb,Anger
"parah banget sih responnya, komplain barang kurang, disuruh via wa, sudah wa disuruh lagi lewat marketplace, ampun dah, sejelek ini pelayanan sekelas official unilever",Anger
saya dimarahin emak saya barangnya kurang,Anger
"sangat amat buruk, mereka yg blg exp nya 2023 tapi yang datang malah 2022 bulan 4, sekelas unilever begini toh ternyata. mereka suruh refund kalau barangnya udh sampe baru ongkir nya di ganti, apakah kalian bisa ganti waktu yg kebuang untuk nunggu paket itu? packingnya lagi, anter nya lagi, g kerjaan. ya semoga unilever yg amat besar ini sadar diri akan kesalahan nya dan kelalaiannya. dan tolong jangan menyusahkan pembeli, saya beli bukan gratisan ??",Anger
pengiriman lama!,Anger
"barang tidak sampai karena broken!!!! proses lamaaa!!!! dari tanggal 10 april beli, broken tgl 18 apr. sampai tgl 24 april hari ini masih belum ada produk datang dan uang belum kembali. buruk sekali pelayanannya!!!!",Anger
kayak *** pelayanannya,Anger
pihak ekspedisi antaraja payah lama sekali?,Anger
"packaging sangat buruk sekali gan... penyok� dan isolasi sebagian sudah terbuka, seperti habis dibongkar...",Anger
lamaaaaaa bngt kirimnya,Anger
packing berantakan ada yg bocir tumpah semua,Anger
bocor!,Anger
"brg tdk saya terima, entah nyasar dimana... kurirnya bloon",Anger
barang lama sekali sampainya!!!,Anger
salah alamat. sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat. menit berikutnya langsung saya pesan ulang ke alamat yg betul. bukannya dibaca dulu chatnya malah langsung diproses dua2nya. dasar gak becus !!!! ifillll dan gak akan pesan di toko ini lagi.,Anger
sudah pake rutin 1 bulan g ada hasil. payah,Anger
"hadiah tempat minum lipatnya mana? qoq tidak ada!!! ???????????????????????????????????????????????????? memang ada tulisan: selama persediaan masih ada, tapi kalau hadiahnya sudah tidak ada jangan ditampilkan lagi! itu namanya pembohongan. sudah harganya tidak sesuai!!! hadiahnya tidak ada lagi!!!",Anger
"pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama jakarta, dichat katanya udah dikirim dari tanggal 11, padahal pas di tracking tanggal 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up. ini adidas official tapi pelayanannya gini hadeh",Anger
"lucu , katanya di proses ke toko cabang tapi malah ujung nya di kirim padahal saya cuma mau ganti alamat penerima , repot sekali toko ini hanya untuk cancel pembelian saja di bikin ribet",Anger
"produk sudah dibatalkan dengan alasan jumlah yang tidak sesuai. toko cabang baru buka jam 9, di mana order di lakukan jam 6 dan dibatalan 1.5menit sesudah pembayaran. dari pihak toko bilang barang sudah diproses? barang diambil kurir dari toko cabang jam 17. toko yang tidak dapat dipercaya dan kelakuan memuakkan.",Anger
penjual apaan.. barang gak diterima.. diajukan pengembalian dana malah hr ini dapat notif sdh selesai dan dana akan diteruskan ke penjual... woi... balikan dana saya,Anger
penyelesaian permasalahan berbelit.. zaman online kok ya masih lama,Anger
pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,Anger
"wax apaan ini, bau gula merah versi encer dan manis. bikin lengket satu badan, dna tidak bisa kering. tidak bfungsi sesuai deskripsi, komplain di diemin. bunag2 duit aja",Anger
paan gada ngaruhnya samsek!!! kecabut aja kaga,Anger
orang beli disini karena terkecoh harga murah kali ya. produk ga guna. ga berfungsi seperti waxing lain pada umumnya. harga murah krn mmg produk murahan.,Anger
"kualitas barang dibanding harga nya hanya so so lahh.... pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. semoga!!!",Anger
"beli pepsodent paket 4 pcs tapi yg dikirim 2, di complain malah minta video unboxing. gue tau isinya kurang karna gue buka paketnya! wey kalo gue tau isi paketnya kurang udah gue buat video dari awal!!",Anger
ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! gatal gatal merah jadinya,Anger
belanja berturut turut 2hr.. seller tidak ramah.. trakhir kali blanja di sini.. not recomment,Anger
wangi nya kyk parfum refill mirahan ??,Anger
"beli 2 buah, tapi hanya dikirim 1 dan dengan enaknya ngomong pengembalian dana. be careful, jangan2 memang tokonya sengaja ??",Anger
"baunya gak enak, ini siapa yang rancang? suruh belajar coba parfum2 yg enak",Anger
"kak pesanan saya yang satu di batalkan, tapi uang tidak di kembalikan !!!!!!",Anger
pengiriman lama! minta dicancel tp maksa ttp ngirim!!!,Anger
harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar,Anger
toko ini kurang ajar kasih barang kurang banyak alasan,Anger
penjual angkuh... yang namanya pembeli itu raja.. di layani sebagaimana mestinya.. kepuasan pembeli prioritas utama.. lah loh? angkuh sombong.. makan tuh duet haram.. pertama dan terakhir gue belanja di olshop loh cuih!!!!,Anger
penjual lambat respon penjual. barang lama dikirim. keburu basi nih balon.,Anger
"packing tidak rapih.. balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan kedalam plastik.. kalau yg size kecil masih oke.. tp yg size besar jadi pada lecek dan kusut.. padahal dari awal chat saya udah bilang buat dijual lg... kalau sudah lecek begini gak mungkin saya kasih ke orang.",Anger
"ga jelas ga ada instruksinya, rakitnya ginana... sepertinya juga barangnya beda sama yg saya pesan.",Anger
pengiriman lama dan tidak ada cara perakitan box yang susah.,Anger
"susah d bikinnya, ga ngerti, ribet... packing juga kurang... bahkan ada yg lecek dan robek kertasnya... ya uda lah",Anger
penjual gak jujur !! respon kebanyakan bot!,Anger
"beli 6 cuma dikirim 5, males complain ??",Anger
barang tidak dikirimkan ??,Anger
jelekkkk,Anger
kurang kuat.... lem nya lemah,Anger
kardus bekas dijual. itupun masih rusak susu nya,Anger
pengiriman sangat lama,Anger
worst service!!!!!!,Anger
"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab.",Anger
ga amanah !!,Anger
pesen apa dikirim apa ????????????????????????????????????????????,Anger
warna tidak sesuai dgn permintaan,Anger
"parah, padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya, bukannya minta maaf udah salah malah sok ga butuh pembeli, sumpah kesel bgt ama ini penjual sombong parah",Anger
malah gak di kirim yg ini...,Anger
"barang cuma 25 rebu, masa kudu di video in pas unboxing. sudah menjadi tugas qc utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. parahhh",Anger
jelek,Anger
udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Anger
bolong bolong ada minyak2nya gitu jelek,Anger
barang ga mulus banyak bekas tekukan seperti beli sampah aja,Anger
"hadeh ini lagi, lemnya aja gak rata tuh di double tapenya????",Anger
"awal udah checkout procecor, sama admin disuruh beli bubblewrap biar aman, yaudah checkout bubblewrap deh beli. pas paket udh dateng malah cuman bubble wrap doang wkwk, kocak nih toko. mana prosesor yang dicheckout duluan malah belum dateng lagi, hadehh",Anger
gajelas,Anger
"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",Anger
"minta rak tudung 4 tingkat yg di bubble malah celana dalem yg di dalam, baca pesannya dong.. mikir...",Anger
"ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal.",Anger
ga amanah !!,Anger
pesen apa dikirim apa ????????????????????????????????????????????,Anger
bahan tipis jelek,Anger
"roll diambil 1/4. nampak dari potongan sudah mencong mencong. jualan yang benar, jangan hanya ingin untungnya saja",Anger
servicenya buruk banget!!!,Anger
"pelayanan terburuk selama belanja di tokopedia!!!! pengiriman lama sekali!!!! order tgl 31 juli, barang baru tiba tgl 6 agustus. order saya baru dikonfirmasi dan diproses tgl 2 agustus sedangkan estimasi barang tiba itu tgl 2 agustus, itupun dikonfirmasi dan diproses karena saya tanya 2x ke cs. pagi ini saya complaint ke cs kalau mereka tidak telat konfirmasi, proses dan kirim pasti order saya jg ngga akan telat, yg ada saya disuruh cek resi. sungguh keterlaluan!!! saya baca review �toko official� ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya. tolong ya kepada manajemen �toko official deli stationary� benahin operasionalnya dan di training lagi cs nya biar lebih pinter lagi menanggapi customer. ngga usah pake embel2 �toko official� kalo pelayanannya merugikan customer!",Anger
ini bukan kertas origami tapi post it,Anger
gak jelas,Anger
"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt!!!!!!",Anger
"penyok2 kardusnya, kayak beli pensil warna bekas",Anger
saya tidak terima barangnya sama sekali. padahal gojek instan. entah salah gojek apa toko. yang jelas saya udah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual. aneh!! setelah dibantu tokopedia care akhirnya ketahuan salah kirim ke rumah orang lain. dan masih dalam proses pengecekan.,Anger
barangnya gk berfungsi semestinya,Anger
"alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas.",Anger
"barli rutin tiap minguu 20pcs yg kiriman terakhir semua pada rusak, kendor pada bagian baut2 nya, cuma ada beberapa yg bisa digunakan ( bahaya bocor gas dari bawah bis menyambar karena pada bocor) di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab ga ada garansi! costumer lagi yg dirugikan krn penjual yg ga mau tanggung jawab dari barang yg dijualnya, cuma pengen cuan tapi ga mau tau keluhan costumer nya. padahal sudah saya percaya tiap pengambilan pasti ke toko ini tapi sayang nya ga ada pelayanan yg bisa memuaskan costumer nya",Anger
"barang jelek, patah 1 , diisi gas bocor",Anger
"barang jelek mudah hancur.. dipakai ngebor langsung rontok mata bor nya.. kaya nya cuma dri besi biasa l,, sesuai harga",Anger
"dikirim bor nya kurang satu. terus bukannya tinggal ngirim yang kurang, saya harus ngirim balik 1 kotak. buang2 ongkir. sengaja dibikin repot.",Anger
pesan 3 yg datang 1 parah,Anger
ga sesuai expetasi..... barang2 nya ga kuat. ukuran kcl kaya mainan.,Anger
"low quality, harga nggak berbohong.",Anger
packing nya jelek. casing nya penyok�... kualitas jg kurang... bbrp tidak pas ditempat nya,Anger
"kualitas ala kadar nya. obeng buat buka mur, ujung matanya kalah. meletot. padahalur nya ngga terlalu kenceng. bahannya kurang bagus",Anger
kualitas barang tidak bagus,Anger
barang rusak dikirim!!!!!!,Anger
susah bgt pasangnya!!! gak kuat menahan airnya!!!,Anger
"ga bagus, ga ada kuat2nya lem apaan",Anger
chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??,Anger
"sangat terlalu mahal, kualitas lem sama seperti aibon .",Anger
"nga lengket sama sepatu, lem nya kayak nya lem ubu di repack",Anger
penipu.. tidak jujur.. keciwa.. semoga tidak ada berkahnya..,Anger
sudah 4 x belanja tp yg ini sanngat kecewa sekali,Anger
"penipu. awas ditipu. reply : sy udah kirim bukti tambahan lwt wa, krn di tokped spacenya ga cukup, tp dia blng sy ga kirim bukti.",Anger
"minta warna putih, yg dikirim bening. ngasal bae, mata lo sowek!",Anger
barang gak bisa dipakai ?????????????????????????????????? parah ini mah,Anger
1 batere datang rusak katanya mau di telp dari marketing setelah tunggu 2 minggu tidak ada kelanjutan,Anger
"yg dikirim rusak, ajukan komplain tp gak jelas",Anger
barang rusak kok dikirim,Anger
"udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan",Anger
"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********",Anger
"produk yang dikirim, tombol putih buat setting besar kecil nya semprotan tidak berfungsi,. bagaimana? katanya garansi 30hari",Anger
bahan tidak kulit. tidak sesuai iklan.,Anger
"sepatu yg di kirim tidak sesuai sama yg saya order, warna, jenis dan ukuran berbeda, komplain ribet, padahal order titipan",Anger
sepatu nya bukan kulit...... !,Anger
buruk sepatu bukan kulit kelebihan ongkir tidak kembali,Anger
"sepatu hancurrrr,..........................",Anger
"barang rekondisi, lain kali jualan yang jujur bos. jangan barang bekas direkondisi.",Anger
kenapa pesan ukuran xl dikasihnya s !!!,Anger
order yang dual glass dikirim yang mono hddhh g jelas,Anger
palsu ya. g berfungsi. bahan kasar dan sakit kalo dipakai.,Anger
tidak berfungsi.,Anger
"bocor!! paket basah, jd tinggal bublrwrap terikat isolasi aja plus liquid. rasa nya mau gak mau tidak enak. untuk yang lainnya (botol kaca) aman",Anger
bocor. tutup tidak tertutup dengan rapat,Anger
pesan 50pc dikirim 25pc padahal bayar 50pc?? sangat kecewa,Anger
karungnya super tipis tidak sesuai di gambar,Anger
"kurang 1, penjual kurang teliti atau sengaja.",Anger
paket gepeng gosend gak bener pelayanan kurang bertanggung jawab done.,Anger
"parahhhhh kecewa bgt bilang bahan yg tebel tpi datang tipis murahan, mana pesanan di kali 4 nilainya hasilnya jelek bgtttt, jgn mau pesen di toko ini parah bgtttttttttttttttttttttttttttttttttt",Anger
lubang nya jelek bgt,Anger
"salah kirim bos! dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya.",Anger
"kecewa! beli terpal sesuai rekomendasi penjual. terpal bocor, lem tidak rata. chat ke penjual after sale tidak digubris. parah sih!",Anger
bungkusannya kaya dah pernah di buka asal aslan lecek smua fotonya,Anger
"rescue from damage box, ngga guna jg, nyampe rumah, boxnya penyok2",Anger
"gak ada sablon di box nya, harga mahal pula",Anger
ancur dah pelayanannya. gausah kesini dah kalo gak mau kapok,Anger
barang sampah. bilang authentic ternyata barang kw. saya beli 3 box sudah saya tanyakan kepastian katanya authentic. saya pakai baru berapa jam sudah pahit. barang kw semua.,Anger
"penjual gak sopan santun , diblngin malah ngengasss , aneh!!",Anger
pakai esktra bubble udah bayar ternyata saat dikirim tidak diberi bubble,Anger
pengiriman sangat buruk respon penjual jg buruk. ah kapok pesen d sini. cm mau ambil untung doang ndak mau tau penjualnya. seminggu baru terima barang,Anger
ga ada gunanya atc ini tetap ga dikasi bubble.. bikin rugi aja..,Anger
"padahal udh atc bubble tapi gaada , paraaaaah tolong perbaikin , biar pembeli puas",Anger
percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,Anger
"tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai.",Anger
"heh bisa dagang gak looo ????? gw udah bilang yah.... gw salah klik alamat kenapa lo malah tetep kirim barang kealamat gw yg salah ?????????? lo kan udah jelas2 tolak order gue (tarif ongkir 8rb) dan gw atc ulang (tarif ongkir 123rb) kenapa lo tetep ngirim barang kelamat yang salah !!!!!!!!!!!!!!!!!!!!!!! lo profesional dong!!!!!!!!!!!!!!! udah barang gw nyasar ! gausah lo pura2 pk cancel barang+kasih resi , kalo emang barangnya tetep dikirim kealamat yg pertama !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! gw sering belanja disini yah !!! baru kali ini aja gue salah klik alamat tapi gw nyesel sama tanggepan lo !!!!!!!!!!!!",Anger
beli tapi paketan datang g dikasih penyok dah,Anger
saya udah beli tpi gaak di sertakan . huh. bohong,Anger
"mac hancur, padahal sudah add bubbel. krn kardus cuman nempel doank di mac, jd ketindih2 pecah",Anger
jelek sekali packingnya... hand body saya pada tumpah...,Anger
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Anger
buruk super duper buruk kok bisa rusakk dlm nya ini pasti di banting2 sama jne heran udah di bilang pake yess yess malah reg 15 sedia in yess dong tokopedia heran saya,Anger
payahhh.. packing asal cm plastik dustnya manaaa?,Anger
koq dibungkus bubble doank tanpa kardus.. sy kan jg bayar kardus + bubble sis -_-,Anger
kardus bekas pk bayar..,Anger
"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah",Anger
packing tidak sesuai deskripsi .... kardussss bekassssss,Anger
kemasan box bekas.....,Anger
payah... gk di ikut sertakan pdhl sudah byr. ma'af saya kirim hanya 1 bintang,Anger
mana gak ada bubble wrapnya,Anger
ini kok ga ada di stand hanger pesanan saya? buat apa saya tambahin biaya,Anger
ga ada packing bubble nya,Anger
"percuma jg kasih buble warp dikasih brg reject pabrik, ga bs kasih pot. pula rese",Anger
warna yg dipilih kuning knp dikasih yg hijau?,Anger
"pengiriman lama banget... oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses... barang dikirim salah size dan warna.. order 34�, merah yg dikirim 32�, hitam... parah koordinasi nya",Anger
padahal gw uda kasih note warna merah dan gw udah chat kepenjual juga yang dateng malah warna ungu! error nih yang jual kesel gw,Anger
beli 2 datangnya 1 barang gk sesuai foto ketajaman biasa yg jual goblok selamat makan uang haram,Anger
"bintang 1 karena proses nya yg lambat bukan karena barang nya.. pesan kamis pake pengiriman 1 hari, barang datang minggu siang.. bukan kesalahan kurir, status on proses nya dr kamis sampai ke sabtu malam baru samapi d kurir.. tanpa info apapun dr seller.. saya sudah baca kebijakan terlambat covid toleransi 1 hari, tp ini dr kamis sampai ke minggu brp hari ya???",Anger
"tko libur ga ad pmbritahuannya pdhl aq psn sblm tgl merah, chat dibls cm stu kta slma 1x24 jam, hmpir sja kulaporin ke pusat bantuan",Anger
"barang ada yang cacat, beli 2 yang satunya lagi cacat",Anger
sprti barang bekas,Anger
"toko tidak amanah. diminta untuk dikirim kekurangannya yaitu karet, baut dll untuk penahan stick-nya namun kena ghosting. tidak ada kabar dan itikad baik hingga saat ini. terima kasih",Anger
kirim paket ga ngotak.. resolusi arbiter tokopedia useless.. ??,Anger
kurir jne ******** ******,Anger
pengiriman lama sekali,Anger
"kurang memuaskan, pesan 2 matrass dengan motif yg sama tapi yang datang satunya tidak sesuai dengan deskripsi dan foto. tidak ada motipnya. dan seller tidak memberi solusi sampai saat ini.",Anger
pesannya hitam datang barangnya biru kesal kali dan malas komplain,Anger
"kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",Anger
"disuruh cek sebelum kirim , tapi barang rusak yang dikirim , mantap , tobat beli disini , tidak amanah ...",Anger
"buruk, busuk.",Anger
barang rusak,Anger
saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,Anger
barang tidak bagus murahan,Anger
njir dikasih barang pecah guoblok yg dagang.,Anger
jelek banget!!!!,Anger
jelek jgn beli disini... kecewa.... harga murah emang murahan bahannya... nyesal ********* penjualnya,Anger
"seller kirim barang kurang, beli 24 datang hanya 21, dikomplain baik2 malah bilang ga mungkin, nuduh buyer bohong padahal cuma uang 50rb an selisihnya, coba cek tuh sistem sortir disananya, ga bikin kaya kalo cuma mau nilep 50rb an mah",Anger
"ini mah bukan pvc, bahanny tipis banget pu jg tipis tapi ga setipis ini, bikin rugi w aja dicutting melenceng mulu , mending mesin w xiomi ini graphtec yg puluhan juta bener kage beres nih toko sampah",Anger
barang kurang bagus tipis pokoknya jelek,Anger
"busa doank, gak ada mika bwt pelindungnya",Anger
respon penjual sangat jelek ditanyain hari ni besok baru balas,Anger
"busa doank, tidak saya rekomendasikan",Anger
"size l kecil bgt sih, mana ga ada keterangan size bajunya.. aneh bgt. admin jg no respon.",Anger
katanya fit to l ternyata fit to m. gambar juga ngak sesuai dengan poto,Anger
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga tidak sesuai yg dipesan. kayaknya toko asal kirim barang saja",Anger
jelekkk sepatu nya gak,Anger
bahan sepatu jelek. bahan kalep. cpt rusak,Anger
beli dua beda warna xxl datang beda ukuran.. warna hitam ukuran l dimasukin ke xxl.. parah.. itu sih bukan toleransi ukuran lg kl beda segitu..,Anger
"sory yah pesanan ga sesuai, minta xxl di deskrisi lebar 50 panjang 75. yg datang lebar 43 panjang 60 nda muat boss..",Anger
"pesan 3 buah xxxl ukuran lingkar dada 52 cm, yg datang 43, 44 dan 45 cm. jauh bos ukurannya, cuma kepake buat lap motor aja ini mah",Anger
barang cacat,Anger
barang palsu asli kw,Anger
ga sesuai foto .. dan bahan bukan kulit lembu bohong,Anger
